iquitos_persiann, 3.875S, 73.375W, precipitation_amount,
1986,1,13,1.55, 
1986,1,14,0.79, 
1986,1,15,0.46, 
1986,1,16,11.24, 
1986,1,17,0, 
1986,1,18,0, 
1986,1,19,0, 
1986,1,20,9.72, 
1986,1,21,1.22, 
1986,1,22,10.95, 
1986,1,23,2.01, 
1986,1,24,15.43, 
1986,1,25,23.32, 
1986,1,26,2.36, 
1986,1,27,6.37, 
1986,1,28,6.58, 
1986,1,29,14.62, 
1986,1,30,0.32, 
1986,1,31,0, 
1986,2,1,0, 
1986,2,2,2.96, 
1986,2,3,3.15, 
1986,2,4,0, 
1986,2,5,13.74, 
1986,2,6,1.87, 
1986,2,7,0, 
1986,2,8,13.98, 
1986,2,9,14.1, 
1986,2,10,2.96, 
1986,2,11,4.44, 
1986,2,12,4.1, 
1986,2,13,2.48, 
1986,2,14,2.78, 
1986,2,15,0, 
1986,2,16,-9999, 
1986,2,17,2.42, 
1986,2,18,0, 
1986,2,19,0.93, 
1986,2,20,3.31, 
1986,2,21,3.13, 
1986,2,22,13.38, 
1986,2,23,4.31, 
1986,2,24,12.52, 
1986,2,25,4.68, 
1986,2,26,0, 
1986,2,27,0, 
1986,2,28,13.92, 
1986,3,1,2.12, 
1986,3,2,1.71, 
1986,3,3,8.31, 
1986,3,4,24.85, 
1986,3,5,11.69, 
1986,3,6,1.49, 
1986,3,7,0.33, 
1986,3,8,5.92, 
1986,3,9,15.43, 
1986,3,10,0, 
1986,3,11,6.82, 
1986,3,12,13.87, 
1986,3,13,37.48, 
1986,3,14,1.08, 
1986,3,15,0.78, 
1986,3,16,1.11, 
1986,3,17,19.54, 
1986,3,18,17.82, 
1986,3,19,50.04, 
1986,3,20,7.69, 
1986,3,21,2.14, 
1986,3,22,0, 
1986,3,23,5.35, 
1986,3,24,1, 
1986,3,25,3.95, 
1986,3,26,3.32, 
1986,3,27,0.71, 
1986,3,28,16.87, 
1986,3,29,0, 
1986,3,30,14.69, 
1986,3,31,4.66, 
1986,4,1,2.17, 
1986,4,2,2.24, 
1986,4,3,15.47, 
1986,4,4,24.84, 
1986,4,5,8.75, 
1986,4,6,0.3, 
1986,4,7,0, 
1986,4,8,44.05, 
1986,4,9,4.56, 
1986,4,10,0.98, 
1986,4,11,7.78, 
1986,4,12,10.69, 
1986,4,13,6.62, 
1986,4,14,1.51, 
1986,4,15,6.77, 
1986,4,16,14.36, 
1986,4,17,2.96, 
1986,4,18,0, 
1986,4,19,2.72, 
1986,4,20,8.79, 
1986,4,21,12.55, 
1986,4,22,14.12, 
1986,4,23,11.36, 
1986,4,24,2.23, 
1986,4,25,0.27, 
1986,4,26,0.79, 
1986,4,27,24.51, 
1986,4,28,2.92, 
1986,4,29,1.44, 
1986,4,30,0, 
1986,5,1,3.34, 
1986,5,2,0, 
1986,5,3,0, 
1986,5,4,10.46, 
1986,5,5,10.65, 
1986,5,6,0.65, 
1986,5,7,2.82, 
1986,5,8,34.61, 
1986,5,9,0, 
1986,5,10,9.64, 
1986,5,11,33.73, 
1986,5,12,13.95, 
1986,5,13,1.41, 
1986,5,14,1.63, 
1986,5,15,11.42, 
1986,5,16,15.41, 
1986,5,17,0, 
1986,5,18,1.87, 
1986,5,19,13.58, 
1986,5,20,28.49, 
1986,5,21,21.37, 
1986,5,22,15.05, 
1986,5,23,2.14, 
1986,5,24,8.05, 
1986,5,25,4.44, 
1986,5,26,6.02, 
1986,5,27,10.87, 
1986,5,28,5.4, 
1986,5,29,1.55, 
1986,5,30,42.73, 
1986,5,31,25.24, 
1986,6,1,0, 
1986,6,2,0, 
1986,6,3,0, 
1986,6,4,0, 
1986,6,5,0, 
1986,6,6,2.08, 
1986,6,7,8.56, 
1986,6,8,15.45, 
1986,6,9,3.97, 
1986,6,10,0, 
1986,6,11,3.94, 
1986,6,12,52.16, 
1986,6,13,0, 
1986,6,14,3.76, 
1986,6,15,46.15, 
1986,6,16,2.22, 
1986,6,17,15.08, 
1986,6,18,3.44, 
1986,6,19,0, 
1986,6,20,0, 
1986,6,21,1.63, 
1986,6,22,17.11, 
1986,6,23,2.86, 
1986,6,24,1.62, 
1986,6,25,4.55, 
1986,6,26,8.78, 
1986,6,27,0, 
1986,6,28,0, 
1986,6,29,0, 
1986,6,30,0, 
1986,7,1,6.51, 
1986,7,2,6.75, 
1986,7,3,0, 
1986,7,4,0, 
1986,7,5,0, 
1986,7,6,0, 
1986,7,7,0, 
1986,7,8,0, 
1986,7,9,0, 
1986,7,10,0, 
1986,7,11,16.86, 
1986,7,12,0, 
1986,7,13,0, 
1986,7,14,0, 
1986,7,15,19.45, 
1986,7,16,12.11, 
1986,7,17,31.02, 
1986,7,18,4.21, 
1986,7,19,0, 
1986,7,20,0, 
1986,7,21,0, 
1986,7,22,3.17, 
1986,7,23,3.9, 
1986,7,24,0, 
1986,7,25,0, 
1986,7,26,0, 
1986,7,27,0, 
1986,7,28,17.58, 
1986,7,29,5.04, 
1986,7,30,82.06, 
1986,7,31,15.93, 
1986,8,1,0, 
1986,8,2,3.79, 
1986,8,3,0.81, 
1986,8,4,3.17, 
1986,8,5,0.81, 
1986,8,6,5.32, 
1986,8,7,7.48, 
1986,8,8,0.61, 
1986,8,9,4.89, 
1986,8,10,0, 
1986,8,11,0.71, 
1986,8,12,7.42, 
1986,8,13,17.65, 
1986,8,14,2.9, 
1986,8,15,0, 
1986,8,16,0, 
1986,8,17,2.81, 
1986,8,18,15.84, 
1986,8,19,2.44, 
1986,8,20,0, 
1986,8,21,0, 
1986,8,22,0, 
1986,8,23,0.91, 
1986,8,24,6.94, 
1986,8,25,4.36, 
1986,8,26,59.74, 
1986,8,27,38.71, 
1986,8,28,0, 
1986,8,29,3.19, 
1986,8,30,2.86, 
1986,8,31,0.83, 
1986,9,1,2.4, 
1986,9,2,8.75, 
1986,9,3,6.26, 
1986,9,4,1.98, 
1986,9,5,10.4, 
1986,9,6,0.9, 
1986,9,7,0, 
1986,9,8,0, 
1986,9,9,4.77, 
1986,9,10,3.84, 
1986,9,11,1.19, 
1986,9,12,8.87, 
1986,9,13,4.71, 
1986,9,14,0, 
1986,9,15,1.19, 
1986,9,16,2.54, 
1986,9,17,2.69, 
1986,9,18,10.6, 
1986,9,19,13.52, 
1986,9,20,2.91, 
1986,9,21,2.63, 
1986,9,22,6.43, 
1986,9,23,2.55, 
1986,9,24,1.5, 
1986,9,25,5.42, 
1986,9,26,6.15, 
1986,9,27,2.49, 
1986,9,28,33.57, 
1986,9,29,0, 
1986,9,30,4.01, 
1986,10,1,12, 
1986,10,2,8.67, 
1986,10,3,33.54, 
1986,10,4,18.97, 
1986,10,5,2.68, 
1986,10,6,23.83, 
1986,10,7,3.15, 
1986,10,8,25.74, 
1986,10,9,12.4, 
1986,10,10,6.03, 
1986,10,11,14.44, 
1986,10,12,14.33, 
1986,10,13,0, 
1986,10,14,0, 
1986,10,15,0.55, 
1986,10,16,0.69, 
1986,10,17,1.83, 
1986,10,18,19.09, 
1986,10,19,15.65, 
1986,10,20,1.51, 
1986,10,21,0, 
1986,10,22,1.53, 
1986,10,23,8.24, 
1986,10,24,16.72, 
1986,10,25,0.49, 
1986,10,26,20.09, 
1986,10,27,11.39, 
1986,10,28,1.15, 
1986,10,29,0, 
1986,10,30,0, 
1986,10,31,17.09, 
1986,11,1,31.3, 
1986,11,2,6.21, 
1986,11,3,1.36, 
1986,11,4,22.13, 
1986,11,5,0.53, 
1986,11,6,2.58, 
1986,11,7,18.51, 
1986,11,8,13.05, 
1986,11,9,0, 
1986,11,10,0.4, 
1986,11,11,15.78, 
1986,11,12,2.84, 
1986,11,13,1.53, 
1986,11,14,0, 
1986,11,15,0, 
1986,11,16,6.72, 
1986,11,17,4.79, 
1986,11,18,26.36, 
1986,11,19,17.65, 
1986,11,20,0, 
1986,11,21,1.32, 
1986,11,22,5.69, 
1986,11,23,27.24, 
1986,11,24,0.72, 
1986,11,25,1.95, 
1986,11,26,12.07, 
1986,11,27,2.25, 
1986,11,28,1.69, 
1986,11,29,1.45, 
1986,11,30,0, 
1986,12,1,3.31, 
1986,12,2,0.67, 
1986,12,3,25.6, 
1986,12,4,12.74, 
1986,12,5,18.87, 
1986,12,6,8.8, 
1986,12,7,16.15, 
1986,12,8,2.49, 
1986,12,9,37.46, 
1986,12,10,13.23, 
1986,12,11,6.45, 
1986,12,12,10.29, 
1986,12,13,4.41, 
1986,12,14,0, 
1986,12,15,0, 
1986,12,16,2.51, 
1986,12,17,5.1, 
1986,12,18,16.11, 
1986,12,19,40.81, 
1986,12,20,30.84, 
1986,12,21,19.98, 
1986,12,22,11.61, 
1986,12,23,18.82, 
1986,12,24,3.19, 
1986,12,25,9.32, 
1986,12,26,0.74, 
1986,12,27,2.54, 
1986,12,28,7.26, 
1986,12,29,0, 
1986,12,30,0, 
1986,12,31,5.35, 
1987,1,1,7.6, 
1987,1,2,8.54, 
1987,1,3,6.73, 
1987,1,4,6.72, 
1987,1,5,0, 
1987,1,6,28.91, 
1987,1,7,59.15, 
1987,1,8,12.52, 
1987,1,9,39.95, 
1987,1,10,2.13, 
1987,1,11,71.2, 
1987,1,12,7.53, 
1987,1,13,3.97, 
1987,1,14,2.07, 
1987,1,15,32.12, 
1987,1,16,36.7, 
1987,1,17,12.88, 
1987,1,18,0, 
1987,1,19,11.39, 
1987,1,20,2.36, 
1987,1,21,2.12, 
1987,1,22,2.12, 
1987,1,23,2.48, 
1987,1,24,1.21, 
1987,1,25,0, 
1987,1,26,25, 
1987,1,27,5.25, 
1987,1,28,13.86, 
1987,1,29,3.87, 
1987,1,30,0, 
1987,1,31,0, 
1987,2,1,8, 
1987,2,2,12.86, 
1987,2,3,17.14, 
1987,2,4,10.67, 
1987,2,5,9.47, 
1987,2,6,0.42, 
1987,2,7,7.19, 
1987,2,8,0.37, 
1987,2,9,16.64, 
1987,2,10,8.53, 
1987,2,11,0, 
1987,2,12,0.42, 
1987,2,13,11.64, 
1987,2,14,14.94, 
1987,2,15,34.46, 
1987,2,16,5.61, 
1987,2,17,0, 
1987,2,18,26.77, 
1987,2,19,4.29, 
1987,2,20,17.01, 
1987,2,21,1.88, 
1987,2,22,9.81, 
1987,2,23,10.29, 
1987,2,24,5.45, 
1987,2,25,5.64, 
1987,2,26,6.05, 
1987,2,27,0.97, 
1987,2,28,0, 
1987,3,1,6.34, 
1987,3,2,1.04, 
1987,3,3,0.93, 
1987,3,4,0.84, 
1987,3,5,23.03, 
1987,3,6,4.84, 
1987,3,7,1.15, 
1987,3,8,2.84, 
1987,3,9,1.12, 
1987,3,10,0, 
1987,3,11,16.78, 
1987,3,12,7.03, 
1987,3,13,0, 
1987,3,14,0, 
1987,3,15,0, 
1987,3,16,34.63, 
1987,3,17,0.25, 
1987,3,18,5.8, 
1987,3,19,2.07, 
1987,3,20,9.14, 
1987,3,21,9.37, 
1987,3,22,0.31, 
1987,3,23,12.41, 
1987,3,24,6.5, 
1987,3,25,12.66, 
1987,3,26,0, 
1987,3,27,10.27, 
1987,3,28,2.84, 
1987,3,29,1.67, 
1987,3,30,23.47, 
1987,3,31,4.01, 
1987,4,1,45.29, 
1987,4,2,0, 
1987,4,3,22.38, 
1987,4,4,9.53, 
1987,4,5,7.02, 
1987,4,6,0, 
1987,4,7,4.21, 
1987,4,8,17.36, 
1987,4,9,50.38, 
1987,4,10,10.63, 
1987,4,11,0, 
1987,4,12,0, 
1987,4,13,0, 
1987,4,14,2.1, 
1987,4,15,1.46, 
1987,4,16,2.99, 
1987,4,17,0.77, 
1987,4,18,0.67, 
1987,4,19,18.19, 
1987,4,20,11.36, 
1987,4,21,0, 
1987,4,22,14.75, 
1987,4,23,14.35, 
1987,4,24,0, 
1987,4,25,4.62, 
1987,4,26,1.44, 
1987,4,27,0, 
1987,4,28,0.78, 
1987,4,29,25.6, 
1987,4,30,4.86, 
1987,5,1,0, 
1987,5,2,3.64, 
1987,5,3,1.63, 
1987,5,4,12.37, 
1987,5,5,28.35, 
1987,5,6,16.58, 
1987,5,7,3.64, 
1987,5,8,8.98, 
1987,5,9,2.84, 
1987,5,10,7.52, 
1987,5,11,0, 
1987,5,12,0, 
1987,5,13,0.85, 
1987,5,14,1.81, 
1987,5,15,0, 
1987,5,16,1.03, 
1987,5,17,45.95, 
1987,5,18,0.92, 
1987,5,19,1.37, 
1987,5,20,11.55, 
1987,5,21,0, 
1987,5,22,0, 
1987,5,23,2.51, 
1987,5,24,10.96, 
1987,5,25,0, 
1987,5,26,1.08, 
1987,5,27,0, 
1987,5,28,0, 
1987,5,29,0, 
1987,5,30,0, 
1987,5,31,4.86, 
1987,6,1,2.71, 
1987,6,2,12.55, 
1987,6,3,0, 
1987,6,4,0, 
1987,6,5,0, 
1987,6,6,0, 
1987,6,7,0, 
1987,6,8,48.41, 
1987,6,9,0, 
1987,6,10,0, 
1987,6,11,0, 
1987,6,12,0, 
1987,6,13,0, 
1987,6,14,27.45, 
1987,6,15,8.26, 
1987,6,16,43.22, 
1987,6,17,0, 
1987,6,18,0, 
1987,6,19,0, 
1987,6,20,0, 
1987,6,21,0, 
1987,6,22,0, 
1987,6,23,6.79, 
1987,6,24,0, 
1987,6,25,0, 
1987,6,26,2.7, 
1987,6,27,0, 
1987,6,28,0, 
1987,6,29,0, 
1987,6,30,0, 
1987,7,1,0, 
1987,7,2,10.13, 
1987,7,3,5, 
1987,7,4,2.55, 
1987,7,5,0, 
1987,7,6,0, 
1987,7,7,0, 
1987,7,8,0, 
1987,7,9,0, 
1987,7,10,75.66, 
1987,7,11,33.59, 
1987,7,12,2.86, 
1987,7,13,0, 
1987,7,14,0, 
1987,7,15,0, 
1987,7,16,0, 
1987,7,17,0, 
1987,7,18,0, 
1987,7,19,12.4, 
1987,7,20,16, 
1987,7,21,5.74, 
1987,7,22,0, 
1987,7,23,0, 
1987,7,24,6.1, 
1987,7,25,0, 
1987,7,26,6.17, 
1987,7,27,0, 
1987,7,28,2.58, 
1987,7,29,8.65, 
1987,7,30,37.44, 
1987,7,31,-9999, 
1987,8,1,3.13, 
1987,8,2,0, 
1987,8,3,0, 
1987,8,4,0.68, 
1987,8,5,0.63, 
1987,8,6,12.54, 
1987,8,7,2.73, 
1987,8,8,1.04, 
1987,8,9,-9999, 
1987,8,10,0, 
1987,8,11,0, 
1987,8,12,1.06, 
1987,8,13,0, 
1987,8,14,0.59, 
1987,8,15,0.98, 
1987,8,16,2.27, 
1987,8,17,0, 
1987,8,18,32.28, 
1987,8,19,12.44, 
1987,8,20,0, 
1987,8,21,0, 
1987,8,22,0, 
1987,8,23,0, 
1987,8,24,0, 
1987,8,25,2.3, 
1987,8,26,1.4, 
1987,8,27,6.44, 
1987,8,28,14.37, 
1987,8,29,0, 
1987,8,30,20.05, 
1987,8,31,36.42, 
1987,9,1,2.74, 
1987,9,2,0, 
1987,9,3,0, 
1987,9,4,15.11, 
1987,9,5,0, 
1987,9,6,0.6, 
1987,9,7,2.7, 
1987,9,8,0.71, 
1987,9,9,9.18, 
1987,9,10,1.73, 
1987,9,11,0, 
1987,9,12,4.56, 
1987,9,13,1.19, 
1987,9,14,0, 
1987,9,15,0, 
1987,9,16,9.67, 
1987,9,17,12.46, 
1987,9,18,0.6, 
1987,9,19,0, 
1987,9,20,4.6, 
1987,9,21,20.25, 
1987,9,22,8.63, 
1987,9,23,8.13, 
1987,9,24,5.96, 
1987,9,25,5.27, 
1987,9,26,0.65, 
1987,9,27,3.26, 
1987,9,28,4.94, 
1987,9,29,3.52, 
1987,9,30,2.89, 
1987,10,1,10.65, 
1987,10,2,21.25, 
1987,10,3,27, 
1987,10,4,0, 
1987,10,5,0.73, 
1987,10,6,4.13, 
1987,10,7,5.25, 
1987,10,8,7.87, 
1987,10,9,1.38, 
1987,10,10,0, 
1987,10,11,11.11, 
1987,10,12,1.86, 
1987,10,13,3.02, 
1987,10,14,6.87, 
1987,10,15,12.83, 
1987,10,16,10.2, 
1987,10,17,16.43, 
1987,10,18,23.27, 
1987,10,19,19.83, 
1987,10,20,1.7, 
1987,10,21,5.79, 
1987,10,22,5.2, 
1987,10,23,2.53, 
1987,10,24,1.8, 
1987,10,25,0, 
1987,10,26,1.49, 
1987,10,27,35.81, 
1987,10,28,6.67, 
1987,10,29,14.96, 
1987,10,30,0.4, 
1987,10,31,0, 
1987,11,1,1.43, 
1987,11,2,23.79, 
1987,11,3,11.56, 
1987,11,4,0, 
1987,11,5,5.41, 
1987,11,6,0, 
1987,11,7,1.98, 
1987,11,8,23.47, 
1987,11,9,7.41, 
1987,11,10,19.81, 
1987,11,11,3.63, 
1987,11,12,5.2, 
1987,11,13,0.87, 
1987,11,14,11.41, 
1987,11,15,11.15, 
1987,11,16,19.75, 
1987,11,17,15.19, 
1987,11,18,3.52, 
1987,11,19,18.6, 
1987,11,20,15.2, 
1987,11,21,1.57, 
1987,11,22,1.55, 
1987,11,23,3.06, 
1987,11,24,13.28, 
1987,11,25,1.71, 
1987,11,26,5.1, 
1987,11,27,16.36, 
1987,11,28,0, 
1987,11,29,6.43, 
1987,11,30,1.12, 
1987,12,1,15.95, 
1987,12,2,10.57, 
1987,12,3,5.31, 
1987,12,4,7.51, 
1987,12,5,3.83, 
1987,12,6,38.5, 
1987,12,7,14.16, 
1987,12,8,0, 
1987,12,9,3.05, 
1987,12,10,3.31, 
1987,12,11,18.32, 
1987,12,12,23, 
1987,12,13,1.85, 
1987,12,14,37.25, 
1987,12,15,5.08, 
1987,12,16,0.7, 
1987,12,17,0.97, 
1987,12,18,7.46, 
1987,12,19,37.08, 
1987,12,20,8.95, 
1987,12,21,5.56, 
1987,12,22,0.45, 
1987,12,23,2.04, 
1987,12,24,1.15, 
1987,12,25,2.51, 
1987,12,26,0, 
1987,12,27,0, 
1987,12,28,3.19, 
1987,12,29,5.93, 
1987,12,30,18.84, 
1987,12,31,0.47, 
1988,1,1,2.62, 
1988,1,2,0.49, 
1988,1,3,1.86, 
1988,1,4,0.52, 
1988,1,5,6.3, 
1988,1,6,3.49, 
1988,1,7,6.27, 
1988,1,8,3.02, 
1988,1,9,3.13, 
1988,1,10,11.13, 
1988,1,11,2.79, 
1988,1,12,0, 
1988,1,13,0, 
1988,1,14,0, 
1988,1,15,12.87, 
1988,1,16,5.37, 
1988,1,17,2.91, 
1988,1,18,1.03, 
1988,1,19,5.75, 
1988,1,20,21.5, 
1988,1,21,0.87, 
1988,1,22,0.57, 
1988,1,23,4.03, 
1988,1,24,17.21, 
1988,1,25,9.87, 
1988,1,26,20.85, 
1988,1,27,0, 
1988,1,28,0, 
1988,1,29,1.53, 
1988,1,30,21.47, 
1988,1,31,1.65, 
1988,2,1,37.44, 
1988,2,2,3.31, 
1988,2,3,1.43, 
1988,2,4,0, 
1988,2,5,20.69, 
1988,2,6,35.14, 
1988,2,7,2.51, 
1988,2,8,25.64, 
1988,2,9,3.56, 
1988,2,10,17.58, 
1988,2,11,54.22, 
1988,2,12,8.81, 
1988,2,13,10.08, 
1988,2,14,6.63, 
1988,2,15,12.38, 
1988,2,16,24.34, 
1988,2,17,0, 
1988,2,18,1.04, 
1988,2,19,0, 
1988,2,20,22.87, 
1988,2,21,0, 
1988,2,22,0, 
1988,2,23,0, 
1988,2,24,0, 
1988,2,25,0, 
1988,2,26,8.34, 
1988,2,27,42.28, 
1988,2,28,0, 
1988,2,29,-9999, 
1988,3,1,26.6, 
1988,3,2,31.19, 
1988,3,3,14.18, 
1988,3,4,0.75, 
1988,3,5,1.9, 
1988,3,6,0.87, 
1988,3,7,5.41, 
1988,3,8,3.17, 
1988,3,9,0, 
1988,3,10,0.96, 
1988,3,11,0, 
1988,3,12,2.59, 
1988,3,13,57.22, 
1988,3,14,26.15, 
1988,3,15,2.67, 
1988,3,16,0, 
1988,3,17,5.77, 
1988,3,18,0, 
1988,3,19,2.38, 
1988,3,20,18.44, 
1988,3,21,7.26, 
1988,3,22,0.94, 
1988,3,23,4.44, 
1988,3,24,0.73, 
1988,3,25,0, 
1988,3,26,0, 
1988,3,27,0, 
1988,3,28,0, 
1988,3,29,0.84, 
1988,3,30,0, 
1988,3,31,0, 
1988,4,1,2.69, 
1988,4,2,7.65, 
1988,4,3,6.98, 
1988,4,4,1.7, 
1988,4,5,7.15, 
1988,4,6,2.19, 
1988,4,7,1.67, 
1988,4,8,4.26, 
1988,4,9,12.98, 
1988,4,10,41.92, 
1988,4,11,1.82, 
1988,4,12,1.47, 
1988,4,13,21.9, 
1988,4,14,2.62, 
1988,4,15,2.45, 
1988,4,16,0, 
1988,4,17,17.07, 
1988,4,18,8.13, 
1988,4,19,0, 
1988,4,20,40.14, 
1988,4,21,10.16, 
1988,4,22,0, 
1988,4,23,0, 
1988,4,24,26.67, 
1988,4,25,7.41, 
1988,4,26,13.1, 
1988,4,27,23.15, 
1988,4,28,3.29, 
1988,4,29,0, 
1988,4,30,0, 
1988,5,1,0, 
1988,5,2,0, 
1988,5,3,0, 
1988,5,4,18.63, 
1988,5,5,2.96, 
1988,5,6,1.55, 
1988,5,7,6.12, 
1988,5,8,0, 
1988,5,9,0, 
1988,5,10,0, 
1988,5,11,3.02, 
1988,5,12,39.42, 
1988,5,13,22.05, 
1988,5,14,4.62, 
1988,5,15,0, 
1988,5,16,3.9, 
1988,5,17,16.24, 
1988,5,18,3.84, 
1988,5,19,38.42, 
1988,5,20,5.59, 
1988,5,21,0, 
1988,5,22,9.06, 
1988,5,23,0, 
1988,5,24,4.24, 
1988,5,25,31.42, 
1988,5,26,9.42, 
1988,5,27,27.93, 
1988,5,28,7.55, 
1988,5,29,0, 
1988,5,30,0, 
1988,5,31,2.55, 
1988,6,1,73.81, 
1988,6,2,1.32, 
1988,6,3,0, 
1988,6,4,2.32, 
1988,6,5,0, 
1988,6,6,0, 
1988,6,7,0, 
1988,6,8,0, 
1988,6,9,1.77, 
1988,6,10,1.81, 
1988,6,11,0, 
1988,6,12,0, 
1988,6,13,0, 
1988,6,14,0, 
1988,6,15,0, 
1988,6,16,0, 
1988,6,17,0, 
1988,6,18,39.54, 
1988,6,19,6.95, 
1988,6,20,0, 
1988,6,21,0, 
1988,6,22,15.63, 
1988,6,23,13.45, 
1988,6,24,0, 
1988,6,25,0, 
1988,6,26,3.86, 
1988,6,27,0, 
1988,6,28,7.27, 
1988,6,29,53.4, 
1988,6,30,5.02, 
1988,7,1,0, 
1988,7,2,0, 
1988,7,3,10.65, 
1988,7,4,0, 
1988,7,5,0, 
1988,7,6,2.92, 
1988,7,7,0, 
1988,7,8,55.25, 
1988,7,9,0, 
1988,7,10,0, 
1988,7,11,0, 
1988,7,12,0, 
1988,7,13,0, 
1988,7,14,0, 
1988,7,15,0, 
1988,7,16,0, 
1988,7,17,0, 
1988,7,18,0, 
1988,7,19,0, 
1988,7,20,0, 
1988,7,21,0, 
1988,7,22,0, 
1988,7,23,14.71, 
1988,7,24,0, 
1988,7,25,0, 
1988,7,26,0, 
1988,7,27,0, 
1988,7,28,0, 
1988,7,29,0, 
1988,7,30,1.47, 
1988,7,31,12.39, 
1988,8,1,1.12, 
1988,8,2,1.5, 
1988,8,3,13.56, 
1988,8,4,0, 
1988,8,5,0, 
1988,8,6,1.81, 
1988,8,7,0, 
1988,8,8,0, 
1988,8,9,2.94, 
1988,8,10,7.81, 
1988,8,11,1.61, 
1988,8,12,2.4, 
1988,8,13,1.24, 
1988,8,14,16.42, 
1988,8,15,4.84, 
1988,8,16,6.82, 
1988,8,17,9.63, 
1988,8,18,7.6, 
1988,8,19,29.45, 
1988,8,20,1.8, 
1988,8,21,9.31, 
1988,8,22,0, 
1988,8,23,0, 
1988,8,24,0, 
1988,8,25,0.49, 
1988,8,26,4.77, 
1988,8,27,2.81, 
1988,8,28,7.94, 
1988,8,29,5.75, 
1988,8,30,14.36, 
1988,8,31,0, 
1988,9,1,0, 
1988,9,2,18.85, 
1988,9,3,0.6, 
1988,9,4,0.47, 
1988,9,5,0.64, 
1988,9,6,0, 
1988,9,7,25.04, 
1988,9,8,8.12, 
1988,9,9,6.47, 
1988,9,10,19.91, 
1988,9,11,12.24, 
1988,9,12,1.76, 
1988,9,13,0, 
1988,9,14,11.57, 
1988,9,15,30.91, 
1988,9,16,16.64, 
1988,9,17,2.27, 
1988,9,18,0, 
1988,9,19,2.17, 
1988,9,20,0, 
1988,9,21,1.1, 
1988,9,22,0, 
1988,9,23,0.54, 
1988,9,24,3.05, 
1988,9,25,33.74, 
1988,9,26,2.1, 
1988,9,27,0, 
1988,9,28,6.56, 
1988,9,29,1.14, 
1988,9,30,12.11, 
1988,10,1,0.34, 
1988,10,2,23.07, 
1988,10,3,8.3, 
1988,10,4,0, 
1988,10,5,0.45, 
1988,10,6,5.48, 
1988,10,7,1.54, 
1988,10,8,0.62, 
1988,10,9,6.79, 
1988,10,10,0, 
1988,10,11,1.91, 
1988,10,12,1.69, 
1988,10,13,6.43, 
1988,10,14,25.6, 
1988,10,15,-9999, 
1988,10,16,-9999, 
1988,10,17,30.34, 
1988,10,18,9.69, 
1988,10,19,0, 
1988,10,20,2.3, 
1988,10,21,21.15, 
1988,10,22,8.52, 
1988,10,23,1.31, 
1988,10,24,0, 
1988,10,25,-9999, 
1988,10,26,3.7, 
1988,10,27,7.2, 
1988,10,28,35.24, 
1988,10,29,0.86, 
1988,10,30,0.85, 
1988,10,31,2.56, 
1988,11,1,20.66, 
1988,11,2,59.77, 
1988,11,3,0.37, 
1988,11,4,1.61, 
1988,11,5,0, 
1988,11,6,1.7, 
1988,11,7,0.89, 
1988,11,8,32.29, 
1988,11,9,8.22, 
1988,11,10,19.24, 
1988,11,11,0.38, 
1988,11,12,0.4, 
1988,11,13,0, 
1988,11,14,1.86, 
1988,11,15,10.41, 
1988,11,16,9.27, 
1988,11,17,0.86, 
1988,11,18,2.29, 
1988,11,19,9, 
1988,11,20,34.95, 
1988,11,21,12.27, 
1988,11,22,1.85, 
1988,11,23,8.17, 
1988,11,24,3.43, 
1988,11,25,0, 
1988,11,26,0.93, 
1988,11,27,25.86, 
1988,11,28,8.39, 
1988,11,29,3.5, 
1988,11,30,3.25, 
1988,12,1,8.09, 
1988,12,2,10.69, 
1988,12,3,12.98, 
1988,12,4,8.3, 
1988,12,5,4.86, 
1988,12,6,4.19, 
1988,12,7,11.05, 
1988,12,8,8.95, 
1988,12,9,12.14, 
1988,12,10,0.76, 
1988,12,11,21.31, 
1988,12,12,2.46, 
1988,12,13,1.68, 
1988,12,14,0.88, 
1988,12,15,31.32, 
1988,12,16,5.31, 
1988,12,17,0, 
1988,12,18,0, 
1988,12,19,0, 
1988,12,20,2.41, 
1988,12,21,0.55, 
1988,12,22,0.7, 
1988,12,23,1.41, 
1988,12,24,9.33, 
1988,12,25,4.37, 
1988,12,26,4.75, 
1988,12,27,8.73, 
1988,12,28,31.67, 
1988,12,29,2.66, 
1988,12,30,2.86, 
1988,12,31,1.76, 
1989,1,1,-9999, 
1989,1,2,-9999, 
1989,1,3,20.29, 
1989,1,4,22.85, 
1989,1,5,3.03, 
1989,1,6,8, 
1989,1,7,30.27, 
1989,1,8,22.61, 
1989,1,9,0, 
1989,1,10,0.66, 
1989,1,11,14.82, 
1989,1,12,14.51, 
1989,1,13,11.52, 
1989,1,14,0.98, 
1989,1,15,4.91, 
1989,1,16,5.3, 
1989,1,17,34.64, 
1989,1,18,29.29, 
1989,1,19,17.09, 
1989,1,20,3.04, 
1989,1,21,24.79, 
1989,1,22,19.11, 
1989,1,23,14.87, 
1989,1,24,20.89, 
1989,1,25,0.93, 
1989,1,26,6.9, 
1989,1,27,19.1, 
1989,1,28,6.1, 
1989,1,29,2.04, 
1989,1,30,11.04, 
1989,1,31,5.64, 
1989,2,1,1.63, 
1989,2,2,-9999, 
1989,2,3,-9999, 
1989,2,4,-9999, 
1989,2,5,8.16, 
